index,SEND_SPG_INNB,REC_SPG_INNB,DL_GD_LCLS_NM,DL_GD_MCLS_NM,INVC_CONT
459,5011000000000000.0,4159000000000000.0,식품,농산물,3
460,5011000000000000.0,4511300000000000.0,식품,농산물,3
461,5011000000000000.0,4165000000000000.0,식품,농산물,5
462,5011000000000000.0,1114000000000000.0,식품,농산물,4
463,5011000000000000.0,1171000000000000.0,식품,농산물,4
464,5011000000000000.0,2720000000000000.0,식품,농산물,3
465,5011000000000000.0,4111300000000000.0,식품,농산물,3
466,5011000000000000.0,4115000000000000.0,식품,농산물,5
467,5011000000000000.0,4276000000000000.0,식품,수산,6
468,5011000000000000.0,3017000000000000.0,식품,기타식품,3
469,5011000000000000.0,3020000000000000.0,식품,음료,4
470,5011000000000000.0,1121500000000000.0,식품,농산물,6
471,5011000000000000.0,1126000000000000.0,식품,농산물,3
472,5011000000000000.0,1171000000000000.0,식품,기타식품,3
473,5011000000000000.0,4711100000000000.0,식품,농산물,3
474,5011000000000000.0,1150000000000000.0,식품,음료,3
475,5011000000000000.0,4413300000000000.0,식품,농산물,8
476,5011000000000000.0,4511100000000000.0,식품,농산물,3
477,5011000000000000.0,4721000000000000.0,식품,농산물,3
478,5011000000000000.0,1130500000000000.0,식품,농산물,4
479,5011000000000000.0,4119500000000000.0,식품,건강식품,6
480,5011000000000000.0,1120000000000000.0,생활/건강,음반,3
481,5011000000000000.0,1129000000000000.0,생활/건강,음반,3
482,5011000000000000.0,1132000000000000.0,생활/건강,음반,3
483,5011000000000000.0,1138000000000000.0,생활/건강,음반,4
484,5011000000000000.0,1162000000000000.0,생활/건강,음반,3
485,5011000000000000.0,4157000000000000.0,생활/건강,음반,4
486,5011000000000000.0,4159000000000000.0,생활/건강,음반,3
487,5011000000000000.0,4521000000000000.0,생활/건강,음반,3
488,5011000000000000.0,2723000000000000.0,식품,농산물,3
489,5011000000000000.0,1147000000000000.0,식품,농산물,5
490,5011000000000000.0,2811000000000000.0,식품,농산물,3
491,5011000000000000.0,3020000000000000.0,식품,농산물,3
492,5011000000000000.0,4521000000000000.0,식품,음료,3
493,5011000000000000.0,4313000000000000.0,식품,농산물,3
494,5011000000000000.0,4420000000000000.0,식품,농산물,14
495,5011000000000000.0,2726000000000000.0,식품,음료,3
496,5011000000000000.0,2726000000000000.0,식품,음료,4
497,5011000000000000.0,2626000000000000.0,식품,농산물,3
498,5011000000000000.0,4790000000000000.0,식품,농산물,3
499,5011000000000000.0,4111700000000000.0,식품,농산물,4
500,5011000000000000.0,4276000000000000.0,식품,농산물,3
501,5011000000000000.0,2820000000000000.0,식품,농산물,13
502,5013000000000000.0,4119900000000000.0,식품,농산물,5
503,5013000000000000.0,4213000000000000.0,식품,농산물,3
504,5013000000000000.0,4728000000000000.0,식품,농산물,3
505,5013000000000000.0,4113300000000000.0,식품,기타식품,7
506,5013000000000000.0,4571000000000000.0,식품,기타식품,3
507,5013000000000000.0,4723000000000000.0,식품,음료,3
508,5013000000000000.0,1120000000000000.0,식품,농산물,3
509,5013000000000000.0,3120000000000000.0,식품,농산물,3
510,5013000000000000.0,4713000000000000.0,식품,농산물,3
511,5013000000000000.0,2635000000000000.0,식품,농산물,3
512,5013000000000000.0,4155000000000000.0,식품,농산물,4
513,5013000000000000.0,4817000000000000.0,식품,농산물,3
514,5013000000000000.0,4127300000000000.0,식품,농산물,7
515,5013000000000000.0,4127100000000000.0,식품,농산물,3
516,5013000000000000.0,4711100000000000.0,식품,농산물,6
517,5013000000000000.0,2635000000000000.0,식품,농산물,3
518,5013000000000000.0,4784000000000000.0,식품,농산물,7
519,5013000000000000.0,4719000000000000.0,식품,농산물,4
520,5013000000000000.0,1171000000000000.0,식품,농산물,3
521,5013000000000000.0,2629000000000000.0,식품,농산물,4
522,5013000000000000.0,2726000000000000.0,식품,농산물,3
523,5013000000000000.0,2818500000000000.0,식품,농산물,3
524,5013000000000000.0,4111300000000000.0,식품,농산물,3
525,5013000000000000.0,4146500000000000.0,식품,농산물,4
526,5013000000000000.0,4157000000000000.0,식품,농산물,3
527,5013000000000000.0,4159000000000000.0,식품,농산물,3
528,5013000000000000.0,4161000000000000.0,식품,농산물,3
529,5013000000000000.0,4277000000000000.0,식품,농산물,6
530,5013000000000000.0,4421000000000000.0,식품,농산물,3
531,5013000000000000.0,4481000000000000.0,식품,농산물,7
532,5013000000000000.0,4677000000000000.0,식품,농산물,3
533,5013000000000000.0,1132000000000000.0,식품,농산물,4
534,5013000000000000.0,4825000000000000.0,식품,농산물,3
535,5013000000000000.0,2629000000000000.0,식품,농산물,3
536,5013000000000000.0,4511100000000000.0,식품,농산물,3
537,5013000000000000.0,4136000000000000.0,식품,농산물,5
538,5013000000000000.0,4817000000000000.0,식품,농산물,4
539,5013000000000000.0,4180000000000000.0,식품,농산물,4
540,5013000000000000.0,2623000000000000.0,식품,농산물,6
541,5013000000000000.0,4315000000000000.0,식품,농산물,3
542,5013000000000000.0,4425000000000000.0,식품,농산물,3
543,5013000000000000.0,2626000000000000.0,식품,농산물,3
544,5013000000000000.0,3017000000000000.0,식품,농산물,3
545,5013000000000000.0,4111100000000000.0,식품,농산물,4
546,5013000000000000.0,4136000000000000.0,식품,농산물,3
547,5013000000000000.0,4146300000000000.0,식품,농산물,3
548,5013000000000000.0,4157000000000000.0,식품,농산물,3
549,5013000000000000.0,4215000000000000.0,식품,농산물,3
550,5013000000000000.0,4311300000000000.0,식품,농산물,5
551,5013000000000000.0,4420000000000000.0,식품,농산물,4
552,5013000000000000.0,4615000000000000.0,식품,농산물,3
553,5013000000000000.0,4671000000000000.0,식품,농산물,3
554,5013000000000000.0,1168000000000000.0,식품,농산물,4
555,5013000000000000.0,4111100000000000.0,식품,농산물,3
556,5013000000000000.0,4684000000000000.0,식품,농산물,3
557,5013000000000000.0,1135000000000000.0,식품,농산물,3
558,5013000000000000.0,2671000000000000.0,식품,농산물,7
559,5013000000000000.0,4884000000000000.0,식품,농산물,17
560,5013000000000000.0,4163000000000000.0,식품,농산물,7
561,5013000000000000.0,4213000000000000.0,식품,농산물,3
562,5013000000000000.0,4511300000000000.0,식품,농산물,4
563,5013000000000000.0,4711100000000000.0,식품,농산물,3
564,5013000000000000.0,4782000000000000.0,식품,농산물,3
565,5013000000000000.0,2917000000000000.0,식품,농산물,3
566,5013000000000000.0,2623000000000000.0,식품,농산물,12
567,5013000000000000.0,4128500000000000.0,식품,농산물,3
568,5013000000000000.0,4611000000000000.0,식품,농산물,3
569,5013000000000000.0,1174000000000000.0,식품,농산물,4
570,5013000000000000.0,1126000000000000.0,식품,농산물,3
571,5013000000000000.0,2823700000000000.0,식품,농산물,10
572,5013000000000000.0,3014000000000000.0,식품,농산물,3
573,5013000000000000.0,4159000000000000.0,식품,농산물,8
574,5013000000000000.0,4833000000000000.0,식품,농산물,3
575,5013000000000000.0,4161000000000000.0,식품,농산물,7
576,5013000000000000.0,4163000000000000.0,식품,농산물,3
577,5013000000000000.0,4480000000000000.0,식품,농산물,3
578,5013000000000000.0,4182000000000000.0,식품,농산물,3
579,5013000000000000.0,3014000000000000.0,식품,농산물,3
580,5013000000000000.0,4413300000000000.0,식품,농산물,5
581,5013000000000000.0,1153000000000000.0,식품,농산물,3
582,5013000000000000.0,4513000000000000.0,식품,농산물,3
583,5013000000000000.0,1129000000000000.0,식품,농산물,3
584,5013000000000000.0,1156000000000000.0,식품,농산물,3
585,5013000000000000.0,2650000000000000.0,식품,농산물,3
586,5013000000000000.0,2714000000000000.0,식품,농산물,3
587,5013000000000000.0,2726000000000000.0,식품,농산물,3
588,5013000000000000.0,2823700000000000.0,식품,농산물,4
589,5013000000000000.0,2824500000000000.0,식품,농산물,3
590,5013000000000000.0,3014000000000000.0,식품,농산물,3
591,5013000000000000.0,3171000000000000.0,식품,농산물,4
592,5013000000000000.0,4415000000000000.0,식품,농산물,3
593,5013000000000000.0,4420000000000000.0,식품,농산물,3
594,5013000000000000.0,3611000000000000.0,식품,농산물,3
595,5013000000000000.0,4111700000000000.0,식품,농산물,5
596,5013000000000000.0,3020000000000000.0,식품,농산물,4
597,5013000000000000.0,4145000000000000.0,식품,농산물,3
598,5013000000000000.0,3020000000000000.0,식품,농산물,10
599,5013000000000000.0,1147000000000000.0,식품,농산물,4
600,5013000000000000.0,5011000000000000.0,식품,가공식품,5
601,5013000000000000.0,1121500000000000.0,식품,음료,3
602,5013000000000000.0,2653000000000000.0,식품,농산물,5
603,5013000000000000.0,1135000000000000.0,식품,농산물,3
604,5013000000000000.0,4511100000000000.0,식품,농산물,4
605,1111000000000000.0,5011000000000000.0,패션의류,기타패션의류,37
606,1129000000000000.0,5011000000000000.0,화장품/미용,스킨케어,8
607,1147000000000000.0,5011000000000000.0,식품,건강식품,7
608,1168000000000000.0,5011000000000000.0,식품,기타식품,11
609,1168000000000000.0,5013000000000000.0,디지털/가전,기타디지털/가전,7
610,1171000000000000.0,5011000000000000.0,패션의류,기타패션의류,4
611,1171000000000000.0,5011000000000000.0,화장품/미용,스킨케어,3
612,1171000000000000.0,5011000000000000.0,식품,건강식품,3
613,1171000000000000.0,5011000000000000.0,식품,건강식품,4
614,2653000000000000.0,5011000000000000.0,식품,기타식품,3
615,2653000000000000.0,5013000000000000.0,식품,축산,6
616,2811000000000000.0,5011000000000000.0,식품,가공식품,4
617,2817000000000000.0,5011000000000000.0,여행/문화,문화컨텐츠,3
618,2914000000000000.0,5011000000000000.0,식품,농산물,3
619,3020000000000000.0,5013000000000000.0,생활/건강,생활용품,3
620,3023000000000000.0,5011000000000000.0,식품,냉동/간편조리식품,3
621,4113500000000000.0,5011000000000000.0,식품,음료,4
622,4117300000000000.0,5011000000000000.0,식품,건강식품,3
623,4122000000000000.0,5013000000000000.0,패션의류,상의,3
624,4127100000000000.0,5011000000000000.0,식품,기타식품,6
625,4127300000000000.0,5013000000000000.0,패션의류,상의,3
626,4128100000000000.0,5011000000000000.0,생활/건강,문구/사무용품,3
627,4128500000000000.0,5011000000000000.0,패션의류,기타패션의류,13
628,4136000000000000.0,5013000000000000.0,식품,가공식품,4
629,4136000000000000.0,5011000000000000.0,생활/건강,반려동물,4
630,4136000000000000.0,5011000000000000.0,화장품/미용,스킨케어,3
631,4141000000000000.0,5011000000000000.0,식품,냉동/간편조리식품,3
632,4141000000000000.0,5011000000000000.0,패션의류,상의,3
633,4141000000000000.0,5011000000000000.0,생활/건강,건강용품,7
634,4141000000000000.0,5011000000000000.0,생활/건강,건강용품,8
635,4141000000000000.0,5013000000000000.0,화장품/미용,스킨케어,3
636,4145000000000000.0,5011000000000000.0,식품,기타식품,3
637,4148000000000000.0,5011000000000000.0,여행/문화,문화컨텐츠,3
638,4148000000000000.0,5013000000000000.0,생활/건강,생활용품,3
639,4148000000000000.0,5011000000000000.0,여행/문화,문화컨텐츠,3
640,4148000000000000.0,5013000000000000.0,여행/문화,문화컨텐츠,11
641,4148000000000000.0,5011000000000000.0,여행/문화,문화컨텐츠,3
642,4148000000000000.0,5011000000000000.0,여행/문화,문화컨텐츠,4
643,4150000000000000.0,5013000000000000.0,식품,냉동/간편조리식품,7
644,4150000000000000.0,5011000000000000.0,식품,건강식품,3
645,4155000000000000.0,5011000000000000.0,여행/문화,문화컨텐츠,4
646,4157000000000000.0,5011000000000000.0,생활/건강,문구/사무용품,4
647,4159000000000000.0,5011000000000000.0,식품,기타식품,22
648,4159000000000000.0,5011000000000000.0,식품,축산,3
649,4159000000000000.0,5011000000000000.0,식품,건강식품,3
650,4159000000000000.0,5013000000000000.0,식품,냉동/간편조리식품,3
651,4161000000000000.0,5011000000000000.0,식품,건강식품,3
652,4161000000000000.0,5011000000000000.0,식품,음료,4
653,4161000000000000.0,5011000000000000.0,생활/건강,생활용품,3
654,4180000000000000.0,5011000000000000.0,여행/문화,문화컨텐츠,3
655,4213000000000000.0,5013000000000000.0,식품,기타식품,5
656,4311300000000000.0,5013000000000000.0,식품,냉동/간편조리식품,3
657,4371000000000000.0,5011000000000000.0,식품,음료,21
658,4420000000000000.0,5011000000000000.0,식품,음료,3
659,4427000000000000.0,5011000000000000.0,식품,건강식품,3
660,4427000000000000.0,5011000000000000.0,식품,건강식품,4
661,4514000000000000.0,5011000000000000.0,생활/건강,생활용품,3
662,4514000000000000.0,5013000000000000.0,식품,수산,8
663,4775000000000000.0,5011000000000000.0,식품,농산물,5
664,4784000000000000.0,5013000000000000.0,식품,농산물,6
665,4822000000000000.0,5013000000000000.0,식품,수산,3
666,4888000000000000.0,5013000000000000.0,식품,농산물,3
667,5011000000000000.0,4113500000000000.0,식품,농산물,4
668,5011000000000000.0,1126000000000000.0,식품,농산물,4
669,5011000000000000.0,1132000000000000.0,식품,농산물,3
670,5011000000000000.0,1144000000000000.0,식품,농산물,3
671,5011000000000000.0,1153000000000000.0,식품,농산물,3
672,5011000000000000.0,1153000000000000.0,식품,농산물,5
673,5011000000000000.0,1165000000000000.0,식품,농산물,3
674,5011000000000000.0,1171000000000000.0,식품,농산물,3
675,5011000000000000.0,1174000000000000.0,식품,농산물,3
676,5011000000000000.0,2638000000000000.0,식품,농산물,3
677,5011000000000000.0,2820000000000000.0,식품,농산물,3
678,5011000000000000.0,2820000000000000.0,식품,농산물,3
679,5011000000000000.0,2917000000000000.0,식품,농산물,3
680,5011000000000000.0,3117000000000000.0,식품,농산물,4
681,5011000000000000.0,4113300000000000.0,식품,농산물,3
682,5011000000000000.0,4113500000000000.0,식품,농산물,4
683,5011000000000000.0,4119500000000000.0,식품,농산물,5
684,5011000000000000.0,4121000000000000.0,식품,농산물,3
685,5011000000000000.0,4128100000000000.0,식품,농산물,3
686,5011000000000000.0,4128100000000000.0,식품,농산물,3
687,5011000000000000.0,4139000000000000.0,식품,농산물,3
688,5011000000000000.0,4141000000000000.0,식품,농산물,3
689,5011000000000000.0,4146100000000000.0,식품,농산물,3
690,5011000000000000.0,4146300000000000.0,식품,농산물,3
691,5011000000000000.0,4146500000000000.0,식품,농산물,4
692,5011000000000000.0,4146500000000000.0,식품,농산물,3
693,5011000000000000.0,4157000000000000.0,식품,농산물,3
694,5011000000000000.0,4272000000000000.0,식품,농산물,3
695,5011000000000000.0,4375000000000000.0,식품,농산물,3
696,5011000000000000.0,4420000000000000.0,식품,농산물,4
697,5011000000000000.0,4511100000000000.0,식품,농산물,3
698,5011000000000000.0,4511100000000000.0,식품,농산물,3
699,5011000000000000.0,4514000000000000.0,식품,농산물,3
700,5011000000000000.0,4519000000000000.0,식품,농산물,3
701,5011000000000000.0,4571000000000000.0,식품,농산물,4
702,5011000000000000.0,4623000000000000.0,식품,농산물,6
703,5011000000000000.0,4711100000000000.0,식품,농산물,5
704,5011000000000000.0,4719000000000000.0,식품,농산물,4
705,5011000000000000.0,4812700000000000.0,식품,농산물,4
706,5011000000000000.0,4831000000000000.0,식품,농산물,3
707,5011000000000000.0,2623000000000000.0,식품,농산물,4
708,5011000000000000.0,2824500000000000.0,식품,농산물,3
709,5011000000000000.0,4128100000000000.0,식품,농산물,10
710,5011000000000000.0,4143000000000000.0,식품,농산물,4
